CURIE,Identifier,Name,Equivalent Identifiers,Equivalent Name,Types,MicroKG_Name
NCBIGene:135106704,NCBIGene:135106704,LOC135106704,NCBIGene:135106704,LOC135106704,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",LOC135106704
NCBITaxon:2290,NCBITaxon:2290,Desulfobacter curvatus,"NCBITaxon:2290, MESH:C000652592, UMLS:C0995929","Desulfobacter curvatus, Desulfobacter curvatus, Desulfobacter curvatus","biolink:OrganismTaxon, biolink:NamedThing",Desulfobacter curvatus
NCBIGene:17085382,NCBIGene:17085382,Gasu_59560,"NCBIGene:17085382, UniProtKB:M2XSL5","Gasu_59560, M2XSL5_GALSU PhoH-like ATPase (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",Gasu_59560
MESH:C022503,MESH:C022503,pyrophosphomevalonate decarboxylase,"MESH:C022503, UMLS:C0072774","pyrophosphomevalonate decarboxylase, Diphosphomevalonate decarboxylase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",pyrophosphomevalonate decarboxylase
MESH:C023920,MESH:C023920,phosphonoacetaldehyde hydrolase,"MESH:C023920, UMLS:C0070893","phosphonoacetaldehyde hydrolase, phosphonoacetaldehyde hydrolase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",phosphonoacetaldehyde hydrolase
NCBIGene:59268700,NCBIGene:59268700,thiO,NCBIGene:59268700,thiO,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",thiO
NCBIGene:55969527,NCBIGene:55969527,GMORB2_3299,NCBIGene:55969527,GMORB2_3299,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",GMORB2_3299
PR:000024032,PR:000024032,Sec-independent protein translocase protein TatE,PR:000024032,Sec-independent protein translocase protein TatE,"biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:GeneOrGeneProduct, biolink:MacromolecularMachineMixin",Sec-independent protein translocase protein TatE
NCBIGene:88770584,,,,,,frsA
NCBITaxon:397288,NCBITaxon:397288,Lachnospiraceae bacterium 3-1,NCBITaxon:397288,Lachnospiraceae bacterium 3-1,"biolink:OrganismTaxon, biolink:NamedThing",Lachnospiraceae bacterium 3-1
PANTHER.FAMILY:PTHR12636:SF5,PANTHER.FAMILY:PTHR12636:SF5,RIBOSOMAL RNA SMALL SUBUNIT METHYLTRANSFERASE NEP1,PANTHER.FAMILY:PTHR12636:SF5,RIBOSOMAL RNA SMALL SUBUNIT METHYLTRANSFERASE NEP1,"biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",RIBOSOMAL RNA SMALL SUBUNIT METHYLTRANSFERASE NEP1
NCBITaxon:2626256,NCBITaxon:2626256,unclassified Megasphaera,NCBITaxon:2626256,unclassified Megasphaera,"biolink:OrganismTaxon, biolink:NamedThing",unclassified Megasphaera
UMLS:C0312302,UMLS:C0312302,5-dehydro-4-deoxyglucarate dehydratase,UMLS:C0312302,5-dehydro-4-deoxyglucarate dehydratase,"biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",5-dehydro-4-deoxyglucarate dehydratase
NCBIGene:66840755,NCBIGene:66840755,clpL,NCBIGene:66840755,clpL,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",clpL
CHEBI:133559,CHEBI:133559,3-hydroxypyridine sulfate,"CHEBI:133559, PUBCHEM.COMPOUND:22642043, CAS:1955-23-3, HMDB:HMDB0240652, INCHIKEY:BDERIBJTVYFANV-UHFFFAOYSA-N","3-hydroxypyridine sulfate, 3-Hydroxypyridine sulfate, No label, 3-Hydroxypyridine sulfate, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",3-hydroxypyridine sulfate
PANTHER.FAMILY:PTHR24115:SF513,PANTHER.FAMILY:PTHR24115:SF513,KINESIN-1 HEAVY CHAIN,PANTHER.FAMILY:PTHR24115:SF513,KINESIN-1 HEAVY CHAIN,"biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",KINESIN-1 HEAVY CHAIN
CHEBI:86366,CHEBI:86366,N-(2-methylbutanoyl)glycine,"CHEBI:86366, PUBCHEM.COMPOUND:193872, CHEMBL.COMPOUND:CHEMBL314835, MESH:C016567, CAS:52320-67-9, HMDB:HMDB0000339, INCHIKEY:HOACIBQKYRHBOW-UHFFFAOYSA-N, UMLS:C0046368","N-(2-methylbutanoyl)glycine, 2-Methylbutyrylglycine, CHEMBL314835, 2-methylbutyrylglycine, No label, 2-Methylbutyrylglycine, No label, 2-methylbutyrylglycine","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",N-(2-methylbutanoyl)glycine
NCBIGene:61049945,NCBIGene:61049945,C8D77_RS02975,NCBIGene:61049945,C8D77_RS02975,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",C8D77_RS02975
NCBIGene:88222580,NCBIGene:88222580,nifX,NCBIGene:88222580,nifX,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",nifX
MONDO:0005618,MONDO:0005618,anxiety disorder,"MONDO:0005618, DOID:2030, EFO:0006788, UMLS:C0003469, MESH:D001008, MEDDRA:10057666, NCIT:C2878, SNOMEDCT:197480006, medgen:361, ICD10:F41.9","anxiety disorder, anxiety disorder, anxiety disorder, Anxiety Disorders, Anxiety Disorders, No label, Anxiety Disorder, No label, No label, No label","biolink:Disease, biolink:DiseaseOrPhenotypicFeature, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",anxiety disorder
UMLS:C0006138,UMLS:C0006138,Bread,UMLS:C0006138,Bread,"biolink:Food, biolink:ChemicalMixture, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Bread
NCBITaxon:1633200,NCBITaxon:1633200,Bacteroidales bacterium Barb4,NCBITaxon:1633200,Bacteroidales bacterium Barb4,"biolink:OrganismTaxon, biolink:NamedThing",Bacteroidales bacterium Barb4
CHEBI:133082,CHEBI:133082,"(2R,3R)-2-hydroxy-3-methylpentanoate","CHEBI:133082, PUBCHEM.COMPOUND:22873049, INCHIKEY:RILPIWOPNGRASR-RFZPGFLSSA-M","(2R,3R)-2-hydroxy-3-methylpentanoate, (2R,3R)-2-hydroxy-3-methylpentanoate, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent","(2R,3R)-2-hydroxy-3-methylpentanoate"
NCBIGene:11637812,NCBIGene:11637812,dksA,NCBIGene:11637812,dksA,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",dksA
PANTHER.FAMILY:PTHR19237:SF22,PANTHER.FAMILY:PTHR19237:SF22,NUCLEOBINDIN-2,PANTHER.FAMILY:PTHR19237:SF22,NUCLEOBINDIN-2,"biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",NUCLEOBINDIN-2
UMLS:C0311606,UMLS:C0311606,Acetaldehyde dehydrogenase (acetylating),UMLS:C0311606,Acetaldehyde dehydrogenase (acetylating),"biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:GeneOrGeneProduct, biolink:MacromolecularMachineMixin",Acetaldehyde dehydrogenase (acetylating)
MESH:C021545,MESH:C021545,mannonate dehydratase,"MESH:C021545, UMLS:C0065673","mannonate dehydratase, Mannonate dehydratase","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",mannonate dehydratase
NCBIGene:130517960,NCBIGene:130517960,LOC130517960,"NCBIGene:130517960, ENSEMBL:ENSTFLG00005015219","LOC130517960, No label","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",LOC130517960
PANTHER.FAMILY:PTHR16262:SF2,PANTHER.FAMILY:PTHR16262:SF2,PEROXISOME ASSEMBLY PROTEIN 26,PANTHER.FAMILY:PTHR16262:SF2,PEROXISOME ASSEMBLY PROTEIN 26,"biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",PEROXISOME ASSEMBLY PROTEIN 26
MONDO:0004980,MONDO:0004980,atopic eczema,"MONDO:0004980, DOID:3310, OMIM:603165, EFO:0000274, UMLS:C0011615, UMLS:C1864155, UMLS:C4280605, MESH:C566404, MESH:D003876, MEDDRA:10001711, MEDDRA:10001712, MEDDRA:10003639, MEDDRA:10003641, MEDDRA:10012434, MEDDRA:10012438, MEDDRA:10014188, MEDDRA:10014191, MEDDRA:10089311, NCIT:C3001, SNOMEDCT:200775004, SNOMEDCT:24079001, medgen:350353, medgen:41502, ICD10:L20, HP:0001047","atopic eczema, atopic dermatitis, No label, atopic eczema, Dermatitis, Atopic, Dermatitis, Atopic, 1, Baby eczema, Dermatitis, Atopic, 1, Dermatitis, Atopic, No label, No label, No label, No label, No label, No label, No label, No label, No label, Eczema, No label, No label, No label, No label, No label, Atopic dermatitis","biolink:Disease, biolink:DiseaseOrPhenotypicFeature, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",atopic eczema
NCBITaxon:32066,NCBITaxon:32066,Fusobacteriota,"NCBITaxon:32066, MESH:D045182, UMLS:C1003893","Fusobacteriota, Fusobacteria, Phylum Fusobacteria","biolink:OrganismTaxon, biolink:NamedThing",Fusobacteriota
NCBIGene:36403555,NCBIGene:36403555,PHALS_08500,NCBIGene:36403555,PHALS_08500,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",PHALS_08500
NCBIGene:67475485,NCBIGene:67475485,pncC,"NCBIGene:67475485, UniProtKB:A0A3S7RZI7","pncC, A0A3S7RZI7_9GAMM Nicotinamide-nucleotide amidohydrolase PncC (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",pncC
GO:0019384,GO:0019384,caprolactam catabolic process,GO:0019384,caprolactam catabolic process,"biolink:BiologicalProcess, biolink:Occurrent, biolink:OntologyClass, biolink:BiologicalProcessOrActivity, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",caprolactam catabolic process
MESH:C019678,MESH:C019678,aryl-alcohol dehydrogenase (NADP+),"MESH:C019678, UMLS:C0311503","aryl-alcohol dehydrogenase (NADP+), aryl-alcohol dehydrogenase (NADP+)","biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",aryl-alcohol dehydrogenase (NADP+)
NCBITaxon:1262698,NCBITaxon:1262698,Alistipes sp. CAG:831,NCBITaxon:1262698,Alistipes sp. CAG:831,"biolink:OrganismTaxon, biolink:NamedThing",Alistipes sp. CAG:831
NCBITaxon:103810,NCBITaxon:103810,Riemerella columbina,"NCBITaxon:103810, MESH:C000639114, UMLS:C1047965","Riemerella columbina, Riemerella columbina, Riemerella columbina","biolink:OrganismTaxon, biolink:NamedThing",Riemerella columbina
NCBITaxon:1855325,NCBITaxon:1855325,Prevotella sp. KH2C16,NCBITaxon:1855325,Prevotella sp. KH2C16,"biolink:OrganismTaxon, biolink:NamedThing",Prevotella sp. KH2C16
NCBIGene:86945736,NCBIGene:86945736,grxA,"NCBIGene:86945736, UniProtKB:A0A2B7M8F1, UniProtKB:A0A7U9H759","grxA, A0A2B7M8F1_9ESCH Glutaredoxin (trembl), A0A7U9H759_9ESCH Glutaredoxin-1 (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",grxA
NCBIGene:69839598,,,,,,xyl3A
CHEBI:133695,CHEBI:133695,21-hydroxypregnenolone disulfate,"CHEBI:133695, PUBCHEM.COMPOUND:134595, CAS:5639-07-6, HMDB:HMDB0242133, INCHIKEY:CBOVWLYQUCVTFA-WPWXJNKXSA-N","21-hydroxypregnenolone disulfate, Pregnenolone-3,21-disulfate, No label, Pregnenolone-3,21-disulfate, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",21-hydroxypregnenolone disulfate
PR:000044410,PR:000044410,inosose dehydratase,PR:000044410,inosose dehydratase,"biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:GeneOrGeneProduct, biolink:MacromolecularMachineMixin",inosose dehydratase
NCBITaxon:2637578,NCBITaxon:2637578,unclassified Roseburia,NCBITaxon:2637578,unclassified Roseburia,"biolink:OrganismTaxon, biolink:NamedThing",unclassified Roseburia
GO:0042168,GO:0042168,heme metabolic process,GO:0042168,heme metabolic process,"biolink:BiologicalProcess, biolink:Occurrent, biolink:OntologyClass, biolink:BiologicalProcessOrActivity, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",heme metabolic process
NCBIGene:127197323,NCBIGene:127197323,Alox5,"NCBIGene:127197323, ENSEMBL:ENSRACG00000010915","Alox5, No label","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",Alox5
NCBIGene:9528748,NCBIGene:9528748,VDBG_10020,"NCBIGene:9528748, UniProtKB:C9SYP5","VDBG_10020, C9SYP5_VERA1 Succinate-semialdehyde dehydrogenase (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",VDBG_10020
NCBITaxon:157,NCBITaxon:157,Treponema,"NCBITaxon:157, MESH:D014208, UMLS:C0040837","Treponema, Treponema, Treponema","biolink:OrganismTaxon, biolink:NamedThing",Treponema
UMLS:C0597645,UMLS:C0597645,Viral Carcinogenesis,UMLS:C0597645,Viral Carcinogenesis,"biolink:Disease, biolink:DiseaseOrPhenotypicFeature, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",Viral Carcinogenesis
PANTHER.FAMILY:PTHR13906:SF16,PANTHER.FAMILY:PTHR13906:SF16,LYSOPHOSPHOLIPID ACYLTRANSFERASE 7,PANTHER.FAMILY:PTHR13906:SF16,LYSOPHOSPHOLIPID ACYLTRANSFERASE 7,"biolink:GeneFamily, biolink:GeneGroupingMixin, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing",LYSOPHOSPHOLIPID ACYLTRANSFERASE 7
NCBIGene:74431027,NCBIGene:74431027,CINS_RS01030,"NCBIGene:74431027, UniProtKB:A0A0A8H098","CINS_RS01030, A0A0A8H098_9BACT Chorismate mutase / prephenate dehydrogenase (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",CINS_RS01030
EC:1.14.12.19,EC:1.14.12.19,"""3-phenylpropanoate dioxygenase""",EC:1.14.12.19,"""3-phenylpropanoate dioxygenase""","biolink:MolecularActivity, biolink:Occurrent, biolink:OntologyClass, biolink:BiologicalProcessOrActivity, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",\
NCBIGene:5521647,NCBIGene:5521647,LOC5521647,NCBIGene:5521647,LOC5521647,"biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin",LOC5521647
NCBIGene:57378464,NCBIGene:57378464,eat,"NCBIGene:57378464, UniProtKB:A0A1V2JCY0","eat, A0A1V2JCY0_PSEAZ Arginine/agmatine antiporter (trembl)","biolink:Gene, biolink:GeneOrGeneProduct, biolink:GenomicEntity, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:PhysicalEssence, biolink:OntologyClass, biolink:BiologicalEntity, biolink:ThingWithTaxon, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent, biolink:MacromolecularMachineMixin, biolink:Protein, biolink:GeneProductMixin, biolink:Polypeptide, biolink:ChemicalEntityOrProteinOrPolypeptide",eat
UNII:ZU69H2KSVY,UNII:ZU69H2KSVY,MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 7,UNII:ZU69H2KSVY,MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 7,"biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 7
CHEBI:6887,CHEBI:6887,Methylphenidate,"CHEBI:6887, CHEBI:84276, UNII:207ZZ9QZ49, PUBCHEM.COMPOUND:4158, CHEMBL.COMPOUND:CHEMBL796, DRUGBANK:DB00422, MESH:D008774, CAS:113-45-1, DrugCentral:1767, GTOPDB:7236, HMDB:HMDB0014566, KEGG.COMPOUND:C07196, INCHIKEY:DUGOZIWVEXMGBE-UHFFFAOYSA-N, UMLS:C0025810, RXCUI:6901","methylphenidate, methyl phenyl(piperidin-2-yl)acetate, METHYLPHENIDATE, Methylphenidate, METHYLPHENIDATE, Methylphenidate, Methylphenidate, No label, methylphenidate, methylphenidate, Methylphenidate, No label, No label, methylphenidate, No label","biolink:SmallMolecule, biolink:MolecularEntity, biolink:ChemicalEntity, biolink:PhysicalEssence, biolink:ChemicalOrDrugOrTreatment, biolink:ChemicalEntityOrGeneOrGeneProduct, biolink:ChemicalEntityOrProteinOrPolypeptide, biolink:NamedThing, biolink:PhysicalEssenceOrOccurrent",Methylphenidate
